id,hostname,ip,sistema_operativo,ram_gb,cpu_cores,disco_gb,departamento,categoria_inventario,año_compra,activo
821,srv-jlbd-0821,10.0.252.183,Windows Server 2022,32,4,1024,Ventas,Deportes,2020,True
822,srv-xtii-0822,10.0.34.226,Debian 11,16,1,256,Ventas,Deportes,2016,False
823,srv-kxrv-0823,10.0.30.154,Debian 11,64,8,2048,Logística,Deportes,2019,False
824,srv-wkin-0824,10.1.39.167,Windows Server 2019,8,16,256,RRHH,Hogar,2024,True
825,srv-klkm-0825,10.1.183.205,Windows Server 2019,2,4,1024,Finanzas,Hogar,2020,False
826,srv-imux-0826,10.5.65.4,Red Hat 9,16,2,2048,Logística,Alimentación,2023,True
827,srv-sjee-0827,10.3.223.94,Debian 11,32,8,256,Marketing,Deportes,2020,False
828,srv-xmft-0828,10.5.152.132,Debian 11,16,16,256,Ventas,Electrónica,2016,True
829,srv-fvhg-0829,10.3.79.165,Ubuntu 20.04,8,8,1024,Logística,Electrónica,2020,True
830,srv-vwhm-0830,10.4.136.216,Ubuntu 22.04,32,1,256,Finanzas,Hogar,2024,True
831,srv-jqok-0831,10.0.173.87,Ubuntu 20.04,16,4,512,IT,Hogar,2016,False
832,srv-mbip-0832,10.1.120.175,Ubuntu 22.04,16,4,256,Operaciones,Electrónica,2022,True
833,srv-scop-0833,10.1.114.20,Ubuntu 20.04,16,8,1024,Logística,Electrónica,2022,True
834,srv-lqkh-0834,10.0.190.71,Windows Server 2022,8,4,2048,Finanzas,Deportes,2020,True
835,srv-gdgg-0835,10.2.122.44,Red Hat 9,16,16,1024,Marketing,Hogar,2020,True
836,srv-kyze-0836,10.2.132.195,CentOS 8,16,4,256,RRHH,Electrónica,2015,True
837,srv-tclz-0837,10.5.120.66,Red Hat 9,64,4,120,Ventas,Electrónica,2016,True
838,srv-npqn-0838,10.5.4.112,Ubuntu 22.04,64,8,1024,Operaciones,Deportes,2021,False
839,srv-zpkp-0839,10.4.236.140,Ubuntu 20.04,4,8,120,Logística,Alimentación,2016,False
840,srv-zqau-0840,10.0.99.33,Red Hat 9,16,2,2048,Ventas,Deportes,2021,True
841,srv-ltdu-0841,10.1.146.110,Windows Server 2022,2,1,120,Operaciones,Deportes,2021,False
842,srv-lnhk-0842,10.1.116.241,Red Hat 9,4,8,256,Finanzas,Electrónica,2022,True
843,srv-oehc-0843,10.0.117.138,Ubuntu 22.04,16,8,1024,Marketing,Alimentación,2020,True
844,srv-mfvf-0844,10.2.179.26,Ubuntu 22.04,4,16,256,Ventas,Deportes,2023,True
845,srv-bqrd-0845,10.2.98.232,CentOS 8,4,4,256,Finanzas,Deportes,2019,False
846,srv-vorj-0846,10.1.242.33,CentOS 8,64,16,2048,Finanzas,Deportes,2015,False
847,srv-vuwg-0847,10.1.95.254,Windows Server 2022,32,8,120,Logística,Alimentación,2023,True
848,srv-gkzf-0848,10.4.27.11,Ubuntu 22.04,2,2,256,Finanzas,Alimentación,2017,True
849,srv-ywlv-0849,10.4.144.79,Ubuntu 22.04,64,8,256,Logística,Alimentación,2016,False
850,srv-zekq-0850,10.3.176.39,CentOS 8,32,8,2048,RRHH,Deportes,2021,True
851,srv-xkib-0851,10.1.92.81,Windows Server 2022,32,8,512,Finanzas,Alimentación,2022,True
852,srv-rtlr-0852,10.2.247.15,Windows Server 2022,32,4,2048,Logística,Hogar,2022,False
853,srv-utfi-0853,10.1.43.217,Ubuntu 20.04,16,2,1024,Ventas,Alimentación,2015,True
854,srv-bhdp-0854,10.0.231.66,Windows Server 2019,2,8,1024,Operaciones,Deportes,2018,False
855,srv-lkkx-0855,10.2.210.195,Debian 11,2,8,120,Finanzas,Hogar,2016,True
856,srv-zbzf-0856,10.4.117.160,Ubuntu 20.04,8,1,2048,Marketing,Electrónica,2020,True
857,srv-jtjy-0857,10.1.69.229,Ubuntu 20.04,64,16,2048,RRHH,Electrónica,2018,True
858,srv-zjxn-0858,10.1.160.132,Windows Server 2019,32,1,1024,RRHH,Alimentación,2016,True
859,srv-xipw-0859,10.5.209.66,Windows Server 2019,4,4,256,Ventas,Electrónica,2016,True
860,srv-phlv-0860,10.1.32.202,Red Hat 9,16,16,2048,Ventas,Hogar,2019,True
861,srv-vvgt-0861,10.1.63.235,Ubuntu 20.04,32,2,512,Marketing,Deportes,2019,True
862,srv-iexj-0862,10.3.120.52,Red Hat 9,64,16,256,Logística,Electrónica,2020,False
863,srv-qwpo-0863,10.3.175.113,Red Hat 9,16,1,2048,Logística,Alimentación,2021,True
864,srv-gjlm-0864,10.0.70.93,Red Hat 9,32,4,256,Logística,Deportes,2015,False
865,srv-juwe-0865,10.4.80.69,Ubuntu 22.04,8,8,256,Ventas,Alimentación,2019,True
866,srv-litv-0866,10.2.18.22,Windows Server 2019,8,1,256,Logística,Hogar,2020,True
867,srv-iuqu-0867,10.3.141.38,Windows Server 2022,64,4,512,Finanzas,Deportes,2018,True
868,srv-gicm-0868,10.2.252.75,Windows Server 2019,2,2,1024,Ventas,Deportes,2021,True
869,srv-uojh-0869,10.3.45.64,Windows Server 2019,2,1,120,Finanzas,Deportes,2016,True
870,srv-euvo-0870,10.1.35.169,Windows Server 2022,4,1,2048,Finanzas,Alimentación,2019,True
871,srv-iekx-0871,10.2.202.99,Windows Server 2022,2,1,512,Finanzas,Alimentación,2017,True
872,srv-vykf-0872,10.2.147.126,Ubuntu 20.04,2,16,120,IT,Alimentación,2022,True
873,srv-mtha-0873,10.1.108.82,Ubuntu 20.04,64,4,1024,Finanzas,Deportes,2016,True
874,srv-rhtq-0874,10.1.224.175,CentOS 8,8,4,120,IT,Hogar,2017,False
875,srv-sitt-0875,10.2.128.97,Red Hat 9,32,1,256,Ventas,Hogar,2023,True
876,srv-sdbk-0876,10.2.138.61,Debian 11,32,1,1024,Finanzas,Electrónica,2017,True
877,srv-alqc-0877,10.2.80.220,Ubuntu 20.04,32,2,512,Finanzas,Electrónica,2017,True
878,srv-vtnx-0878,10.4.234.91,Ubuntu 22.04,2,16,2048,IT,Hogar,2022,False
879,srv-nixw-0879,10.2.39.40,Red Hat 9,8,4,256,Marketing,Alimentación,2015,True
880,srv-cfbv-0880,10.2.154.254,Ubuntu 20.04,32,1,120,Ventas,Hogar,2018,True
881,srv-lajw-0881,10.0.118.221,CentOS 8,32,8,512,Finanzas,Electrónica,2016,False
882,srv-wbod-0882,10.0.188.80,Windows Server 2019,32,2,120,Marketing,Alimentación,2022,False
883,srv-llbs-0883,10.3.34.178,Windows Server 2022,2,16,1024,Ventas,Electrónica,2023,True
884,srv-thpr-0884,10.3.0.22,Red Hat 9,8,16,120,Operaciones,Deportes,2017,True
885,srv-zrer-0885,10.0.124.140,Windows Server 2019,8,4,1024,Marketing,Electrónica,2020,False
886,srv-bjhf-0886,10.1.184.46,Ubuntu 20.04,2,4,120,Operaciones,Electrónica,2017,False
887,srv-kykx-0887,10.3.50.206,Windows Server 2019,4,1,120,Finanzas,Alimentación,2024,False
888,srv-edji-0888,10.3.112.72,Ubuntu 22.04,8,1,2048,Operaciones,Deportes,2017,False
889,srv-axdu-0889,10.4.162.58,CentOS 8,64,8,2048,Finanzas,Deportes,2017,False
890,srv-wjiu-0890,10.1.177.87,Windows Server 2022,16,4,1024,RRHH,Alimentación,2017,True
891,srv-oltd-0891,10.5.235.73,Ubuntu 22.04,16,2,512,Operaciones,Alimentación,2016,True
892,srv-bzaw-0892,10.2.74.113,CentOS 8,4,16,512,Finanzas,Hogar,2022,True
893,srv-hsrc-0893,10.2.122.214,CentOS 8,2,4,1024,Operaciones,Hogar,2015,True
894,srv-boqr-0894,10.5.87.196,Windows Server 2019,16,8,120,Marketing,Alimentación,2018,True
895,srv-frev-0895,10.5.88.29,Windows Server 2019,8,4,256,Ventas,Deportes,2024,True
896,srv-opvs-0896,10.3.170.31,Red Hat 9,8,1,2048,RRHH,Electrónica,2021,True
897,srv-otlt-0897,10.1.24.77,Red Hat 9,8,2,2048,RRHH,Electrónica,2024,True
898,srv-mbcg-0898,10.2.84.213,Windows Server 2022,4,8,512,Finanzas,Deportes,2021,True
899,srv-vakt-0899,10.4.4.14,CentOS 8,32,1,120,IT,Deportes,2023,True
900,srv-pqqc-0900,10.1.79.246,Windows Server 2019,4,2,256,Logística,Deportes,2015,False
901,srv-boll-0901,10.5.19.149,Windows Server 2022,32,8,1024,IT,Deportes,2021,True
902,srv-ugqp-0902,10.4.117.51,CentOS 8,32,1,256,Ventas,Deportes,2022,False
903,srv-imac-0903,10.5.100.60,Windows Server 2022,4,16,2048,Operaciones,Alimentación,2021,True
904,srv-duhi-0904,10.5.147.2,Debian 11,64,4,2048,Marketing,Hogar,2018,True
905,srv-bxyq-0905,10.3.182.114,Debian 11,32,8,1024,RRHH,Alimentación,2016,True
906,srv-sqhd-0906,10.2.178.131,Debian 11,64,4,120,Operaciones,Hogar,2019,False
907,srv-jvzs-0907,10.5.76.8,Ubuntu 20.04,16,16,1024,RRHH,Alimentación,2023,True
908,srv-beff-0908,10.0.46.154,Red Hat 9,2,8,2048,RRHH,Deportes,2021,False
909,srv-zmzw-0909,10.2.16.122,Red Hat 9,2,2,1024,Marketing,Hogar,2022,False
910,srv-yppz-0910,10.4.12.51,Debian 11,32,1,256,RRHH,Electrónica,2022,True
911,srv-qytf-0911,10.3.188.248,Red Hat 9,8,1,120,RRHH,Alimentación,2020,True
912,srv-yxop-0912,10.1.138.41,CentOS 8,4,4,256,Marketing,Hogar,2020,True
913,srv-ojye-0913,10.0.91.60,CentOS 8,16,2,512,Finanzas,Deportes,2022,True
914,srv-ihko-0914,10.0.236.90,CentOS 8,32,4,512,Ventas,Hogar,2024,True
915,srv-asgy-0915,10.1.64.17,Debian 11,2,2,512,IT,Alimentación,2018,False
916,srv-zfuu-0916,10.4.40.142,CentOS 8,32,8,1024,Operaciones,Hogar,2023,True
917,srv-vfgt-0917,10.4.251.242,Ubuntu 22.04,64,8,2048,Logística,Electrónica,2015,True
918,srv-leaz-0918,10.1.217.244,CentOS 8,16,16,1024,RRHH,Alimentación,2022,True
919,srv-rofu-0919,10.2.141.53,CentOS 8,32,2,2048,IT,Electrónica,2016,True
920,srv-watq-0920,10.5.39.160,Windows Server 2022,32,4,512,RRHH,Alimentación,2022,False
921,srv-jjpd-0921,10.4.109.101,Red Hat 9,8,8,1024,Ventas,Hogar,2017,True
922,srv-gaqv-0922,10.0.215.145,Red Hat 9,2,1,1024,Operaciones,Deportes,2017,False
923,srv-wqpl-0923,10.3.13.103,CentOS 8,8,8,120,RRHH,Alimentación,2019,False
924,srv-niwm-0924,10.3.157.143,Windows Server 2019,8,16,2048,RRHH,Electrónica,2020,True
925,srv-zzta-0925,10.5.57.251,Ubuntu 22.04,64,8,120,Finanzas,Alimentación,2023,True
926,srv-qzrt-0926,10.4.44.233,Ubuntu 22.04,8,16,1024,Ventas,Deportes,2022,True
927,srv-tfqs-0927,10.4.191.67,Windows Server 2022,2,2,2048,Logística,Hogar,2015,True
928,srv-ajhy-0928,10.2.238.158,Ubuntu 20.04,8,1,1024,Logística,Deportes,2024,True
929,srv-rtdi-0929,10.2.36.120,Windows Server 2022,32,4,512,Finanzas,Hogar,2023,True
930,srv-nozs-0930,10.3.15.181,Ubuntu 22.04,2,4,2048,Ventas,Electrónica,2020,False
931,srv-upas-0931,10.2.182.170,Windows Server 2019,8,4,512,Finanzas,Alimentación,2016,True
932,srv-voti-0932,10.0.190.88,Ubuntu 20.04,4,2,2048,Logística,Deportes,2023,False
933,srv-yocj-0933,10.0.121.153,Ubuntu 22.04,4,16,2048,Ventas,Electrónica,2024,True
934,srv-iaai-0934,10.4.160.153,Windows Server 2022,4,8,2048,Ventas,Alimentación,2017,True
935,srv-enem-0935,10.4.92.186,Ubuntu 22.04,16,2,120,Finanzas,Electrónica,2015,True
936,srv-xckt-0936,10.0.207.26,Windows Server 2019,64,16,1024,Marketing,Electrónica,2024,True
937,srv-klvt-0937,10.0.73.188,Windows Server 2019,16,4,512,Finanzas,Alimentación,2023,True
938,srv-swrc-0938,10.4.229.19,Windows Server 2019,32,16,512,Marketing,Alimentación,2019,True
939,srv-qivc-0939,10.0.166.39,Ubuntu 22.04,4,1,512,Marketing,Deportes,2017,True
940,srv-pohl-0940,10.2.222.130,Windows Server 2019,2,2,1024,Ventas,Electrónica,2021,True
941,srv-yhpa-0941,10.0.202.98,Ubuntu 20.04,16,16,256,IT,Electrónica,2023,False
942,srv-wjqi-0942,10.2.69.78,Red Hat 9,16,16,120,Operaciones,Deportes,2021,True
943,srv-icxg-0943,10.3.17.95,Windows Server 2022,16,8,1024,IT,Alimentación,2022,False
944,srv-fmhx-0944,10.5.162.184,Windows Server 2022,8,1,512,RRHH,Alimentación,2021,True
945,srv-eegy-0945,10.3.49.79,Red Hat 9,8,4,256,Operaciones,Alimentación,2016,True
946,srv-jmtu-0946,10.0.97.202,Red Hat 9,2,8,2048,IT,Electrónica,2020,True
947,srv-uhpe-0947,10.5.7.63,Windows Server 2022,64,1,1024,Finanzas,Hogar,2022,False
948,srv-lwni-0948,10.3.94.179,Windows Server 2019,2,8,256,RRHH,Deportes,2021,False
949,srv-zwva-0949,10.4.177.58,Debian 11,64,8,1024,IT,Deportes,2016,True
950,srv-yogu-0950,10.2.143.200,Debian 11,8,1,512,Operaciones,Alimentación,2018,False
951,srv-abqi-0951,10.0.52.157,Red Hat 9,16,4,2048,Logística,Hogar,2018,True
952,srv-iflm-0952,10.3.108.60,Debian 11,32,4,512,Logística,Deportes,2015,False
953,srv-zerg-0953,10.2.95.82,Windows Server 2022,32,1,120,Logística,Alimentación,2022,True
954,srv-hqhg-0954,10.1.117.46,Windows Server 2022,16,16,256,Marketing,Alimentación,2022,True
955,srv-ddfb-0955,10.0.148.221,Ubuntu 20.04,2,16,120,IT,Hogar,2015,True
956,srv-czlb-0956,10.5.213.101,Debian 11,4,4,120,RRHH,Alimentación,2018,False
957,srv-umhs-0957,10.5.29.23,Ubuntu 20.04,2,1,1024,Marketing,Hogar,2016,True
958,srv-vxmf-0958,10.0.84.70,Windows Server 2019,8,4,2048,RRHH,Deportes,2017,True
959,srv-auwk-0959,10.2.231.113,Ubuntu 20.04,2,4,256,Finanzas,Hogar,2024,True
960,srv-pfca-0960,10.5.28.236,CentOS 8,32,8,2048,RRHH,Electrónica,2024,True
961,srv-ytia-0961,10.3.175.151,Windows Server 2022,4,16,120,Ventas,Alimentación,2021,True
962,srv-zyyl-0962,10.5.191.198,Windows Server 2022,4,2,512,Finanzas,Deportes,2021,True
963,srv-vgfr-0963,10.0.191.110,Ubuntu 22.04,32,2,120,Finanzas,Deportes,2021,True
964,srv-wtrl-0964,10.4.237.57,Windows Server 2022,8,1,2048,Marketing,Electrónica,2017,True
965,srv-aycp-0965,10.5.123.214,Red Hat 9,4,2,512,Marketing,Alimentación,2017,True
966,srv-mpvq-0966,10.0.55.114,Windows Server 2022,8,2,120,Finanzas,Electrónica,2021,True
967,srv-fefv-0967,10.4.38.174,Debian 11,8,8,1024,IT,Hogar,2023,True
968,srv-wovz-0968,10.0.108.57,Windows Server 2019,32,16,2048,Logística,Hogar,2019,False
969,srv-kzec-0969,10.2.189.198,Windows Server 2022,2,16,2048,Marketing,Hogar,2018,True
970,srv-qykd-0970,10.4.106.221,Ubuntu 20.04,4,1,256,Finanzas,Deportes,2018,True
971,srv-mdkp-0971,10.1.129.35,Ubuntu 22.04,64,16,2048,Finanzas,Hogar,2023,True
972,srv-wpug-0972,10.1.161.14,Ubuntu 22.04,16,2,2048,Finanzas,Hogar,2016,True
973,srv-blbu-0973,10.0.82.10,CentOS 8,16,16,512,Operaciones,Electrónica,2020,True
974,srv-msdf-0974,10.2.171.196,Windows Server 2022,8,2,120,Logística,Electrónica,2020,False
975,srv-uppb-0975,10.5.56.133,Red Hat 9,16,4,256,Marketing,Deportes,2021,True
976,srv-zfar-0976,10.3.194.47,CentOS 8,4,1,256,Ventas,Electrónica,2022,True
977,srv-vpet-0977,10.2.161.249,Debian 11,64,2,2048,Operaciones,Hogar,2018,True
978,srv-xwsv-0978,10.2.89.73,Debian 11,64,2,512,Marketing,Alimentación,2021,False
979,srv-tbvv-0979,10.5.212.178,Red Hat 9,64,4,120,Marketing,Deportes,2016,True
980,srv-ckhr-0980,10.3.8.243,Debian 11,2,2,256,Marketing,Hogar,2017,False
981,srv-btwu-0981,10.5.2.109,Red Hat 9,16,8,256,RRHH,Deportes,2017,True
982,srv-omjf-0982,10.1.67.246,Red Hat 9,4,1,256,RRHH,Hogar,2018,True
983,srv-fqna-0983,10.1.116.109,Windows Server 2022,16,1,120,Finanzas,Alimentación,2023,True
984,srv-yohv-0984,10.5.172.201,Ubuntu 20.04,64,4,120,Operaciones,Electrónica,2018,True
985,srv-ynck-0985,10.3.174.146,Ubuntu 20.04,16,8,2048,Finanzas,Alimentación,2024,False
986,srv-jebh-0986,10.4.170.169,Red Hat 9,32,4,1024,RRHH,Deportes,2015,True
987,srv-usyy-0987,10.0.14.96,Windows Server 2022,32,16,512,Logística,Deportes,2016,True
988,srv-vqol-0988,10.5.41.169,Windows Server 2019,8,16,512,Logística,Hogar,2018,True
989,srv-ruuk-0989,10.2.83.132,Debian 11,4,8,256,IT,Electrónica,2022,False
990,srv-edcw-0990,10.2.166.171,Ubuntu 22.04,4,4,2048,Marketing,Electrónica,2015,False
991,srv-cpxj-0991,10.5.189.75,Red Hat 9,16,1,512,RRHH,Electrónica,2022,True
992,srv-ksjm-0992,10.1.81.228,Windows Server 2022,64,4,512,RRHH,Alimentación,2020,True
993,srv-rnat-0993,10.2.230.33,CentOS 8,16,4,2048,Operaciones,Electrónica,2023,False
994,srv-dsgu-0994,10.3.40.190,Windows Server 2019,16,1,512,IT,Electrónica,2020,True
995,srv-xoog-0995,10.1.100.219,Debian 11,8,4,1024,Logística,Alimentación,2017,True
996,srv-jfqq-0996,10.1.58.76,Windows Server 2019,64,1,256,Ventas,Alimentación,2017,True
997,srv-oxbu-0997,10.4.159.165,Red Hat 9,32,4,512,IT,Deportes,2017,True
998,srv-nfny-0998,10.2.158.14,Windows Server 2019,32,8,512,Ventas,Hogar,2021,True
999,srv-wlfl-0999,10.3.197.74,Red Hat 9,2,16,2048,Marketing,Deportes,2021,True
1000,srv-srcu-1000,10.1.212.115,Windows Server 2022,2,4,120,Finanzas,Deportes,2018,False
